FECH; FOR.ACC ; ACTECA ; ACTECB ; ACTECC ; ACTECD ; ACTECE ; ACTECF ; ACTECG ; ACTECH ; ACTECI ; ACTECAJ ; ACTECAK ; ACTECL ; ACTECM ; ACTECN ; ACTECO ; ACTECZ ; TOT 
Julio_2022;CONTACTO POR INHALACIÓN, POR INGESTIÓN O POR ABSORCIÓN CON SUSTANCIAS NOCIVAS; - ; - ; 12 ; 6 ; - ; 6 ; - ; - ; - ; - ; 2 ; - ; - ; 1 ; - ; - ; 27 
Julio_2022;EXPOSICIÓN A OTRAS RADIACIONES; - ; - ; - ; 3 ; - ; 1 ; 1 ; - ; 2 ; - ; 1 ; 1 ; - ; 1 ; - ; - ; 10 
Julio_2022;EXPOSICIÓN A RADIACIONES IONIZANTES; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Julio_2022;EXPOSICIÓN A, O CONTACTO CON, TEMPERATURAS EXTREMAS; - ; - ; - ; 17 ; - ; 1 ; 11 ; 13 ; 1 ; - ; 5 ; - ; - ; 3 ; 3 ; - ; 54 
Julio_2022;CONTACTO CON SUSTANCIAS U OBJETOS ARDIENTES; - ; - ; - ; 15 ; - ; 1 ; 6 ; 10 ; 1 ; - ; 4 ; - ; - ; 3 ; 3 ; - ; 43 
Julio_2022;CONTACTO CON SUSTANCIAS U OBJETOS MUY FRÍOS; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; 1 
Julio_2022;EXPOSICIÓN AL CALOR (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO); - ; - ; - ; 1 ; - ; - ; 5 ; 3 ; - ; - ; - ; - ; - ; - ; - ; - ; 9 
Julio_2022;EXPOSICIÓN AL FRÍO (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO); - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 
Julio_2022;PISADAS SOBRE, CHOQUES CONTRA, O GOLPES POR OBJETOS, A EXCEPCIÓN DE CAÍDAS DE OBJETOS; 6 ; 1 ; 34 ; 41 ; 1 ; 31 ; 32 ; 5 ; 21 ; 1 ; 34 ; 10 ; 1 ; 7 ; 13 ; - ; 238 
Julio_2022;CHOQUE CONTRA OBJETOS MÓVILES; 1 ; 1 ; 6 ; 6 ; - ; 2 ; 9 ; - ; 2 ; - ; 5 ; 4 ; - ; 3 ; - ; - ; 39 
Julio_2022;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR); 2 ; - ; 21 ; 8 ; - ; 9 ; 5 ; 2 ; 2 ; - ; 4 ; - ; - ; 2 ; 2 ; - ; 57 
Julio_2022;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETOS QUE CAEN; 1 ; - ; 5 ; 21 ; 1 ; 12 ; 14 ; 3 ; 10 ; 1 ; 12 ; 5 ; 1 ; 1 ; 8 ; - ; 95 
Julio_2022;PISADAS SOBRE OBJETOS; 2 ; - ; 2 ; 6 ; - ; 8 ; 4 ; - ; 7 ; - ; 13 ; 1 ;; 1 ; 3 ; - ; 47 
Julio_2022;PUNZO CORTANTES; 1 ; - ; 3 ; 57 ; - ; 9 ; 23 ; 30 ; 12 ; - ; 20 ; 2 ; 3 ; 20 ; 3 ; 1 ; 184 
Julio_2022;OTRAS FORMAS DE ACCIDENTE NO CLASIFICADAS POR FALTA DE DATOS SUFICIENTES; 8 ; 1 ; 70 ; 168 ; 5 ; 64 ; 74 ; 16 ; 59 ; - ; 103 ; 24 ; 1 ; 25 ; 41 ; 2 ; 661 
Julio_2022; TOTAL ; 28 ; 6 ; 182 ; 504 ; 10 ; 247 ; 264 ; 99 ; 213 ; 1 ; 374 ; 77 ; 16 ; 93 ; 119 ; 10 ; 2,243 
Agosto_2022;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 3 ; 1 ; 16 ; 47 ; - ; 10 ; 13 ; 2 ; 9 ; - ; 15 ; 2 ; - ; 3 ; 6 ;; 127 
Agosto_2022;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN); - ; - ; 2 ; 8 ; - ; 2 ; 1 ; - ; 2 ; - ; 4 ; - ; - ; 1 ; - ;; 20 
Agosto_2022;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL; 2 ; - ; 4 ; 8 ; - ; 3 ; 2 ; 2 ; 1 ; - ; - ; - ; - ; 1 ; 1 ;; 24 
Agosto_2022;ATRAPADA POR UN OBJETO; 1 ; 1 ; 10 ; 31 ; - ; 5 ; 10 ;; 6 ; - ; 11 ; 2 ; - ; 1 ; 5 ;; 83 
Agosto_2022;CAÍDAS DE OBJETOS; 6 ; - ; 11 ; 71 ; - ; 43 ; 31 ; 6 ; 25 ; - ; 55 ; 7 ; - ; 4 ; 11 ;; 270 
Agosto_2022;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL; 2 ; - ; 3 ; 17 ; - ; 19 ; 11 ; 2 ; 9 ; - ; 13 ; 1 ; - ; - ; 4 ;; 81 
Agosto_2022;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE); 1 ; - ; 3 ; 3 ; - ; 5 ; 2 ; - ; - ; - ; 4 ; - ; - ; - ; - ;; 18 
Agosto_2022;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS); - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; 3 ; 1 ; - ; - ; 1 ;; 6 
Agosto_2022;OTRAS CAÍDAS DE OBJETOS; 3 ;; 5 ; 51 ;; 19 ; 18 ; 4 ; 15 ; - ; 35 ; 5 ; - ; 4 ; 6 ;; 165 
Agosto_2022;CAÍDAS DE PERSONAS; 3 ; 2 ; 29 ; 64 ; 3 ; 50 ; 38 ; 31 ; 78 ; 4 ; 76 ; 31 ; 3 ; 25 ; 19 ;; 456 
Agosto_2022;CAÍDAS DE PERSONAS QUE OCURREN A DISTINTO NIVEL [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO, VEHÍCULOS) Y EN PROFUNDIDADES (POZOS, FOSOS, EXCAVACIONES, ABERTURAS EN EL SUELO)]; 1 ; 1 ; 9 ; 23 ; - ; 24 ; 17 ; 11 ; 35 ; 1 ; 30 ; 12 ; 1 ; 5 ; 12 ;; 182 
Agosto_2022;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL; 2 ; 1 ; 20 ; 41 ; 3 ; 26 ; 21 ; 20 ; 43 ; 3 ; 46 ; 19 ; 2 ; 20 ; 7 ;; 274 
Agosto_2022;CONTACTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; 1 ; - ; 1 ; 1 ; 1 ; 1 ; - ; - ; - ; - ; 1 ; 1 ;; 7 
Agosto_2022;CONTACTO DIRECTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; 1 ;; 1 ; 1 ; 1 ; - ; - ; - ; - ; - ; 1 ; 1 ;; 6 
Agosto_2022;CONTACTO INDIRECTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ;; 1 
Agosto_2022;ESFUERZOS EXCESIVOS O FALSOS MOVIMIENTOS; - ; 2 ; 20 ; 74 ; 3 ; 38 ; 41 ; 5 ; 43 ; 1 ; 62 ; 11 ; - ; 11 ; 16 ;; 327 
Agosto_2022;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS; - ;; 2 ; 9 ; - ; 3 ; 5 ;; 2 ; - ; 7 ; 2 ; - ; 2 ; 3 ;; 35 
Agosto_2022;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS; - ; 1 ; 7 ; 26 ; 1 ; 15 ; 19 ; 4 ; 17 ; - ; 28 ; 1 ; - ; 2 ; 5 ;; 126 
Agosto_2022;ESFUERZOS FÍSICOS EXCESIVOS AL MANEJAR O LANZAR OBJETOS; - ; - ; 2 ; 8 ; - ; 1 ; 5 ;; 4 ; - ; 3 ; 1 ; - ;; 2 ;; 26 
Agosto_2022;FALSOS MOVIMIENTOS; - ; 1 ; 9 ; 31 ; 1 ; 19 ; 12 ; 1 ; 20 ; 1 ; 24 ; 7 ; - ; 7 ; 6 ;; 139 
Agosto_2022;NO DETERMINADO; - ;;;; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;; 1 
Agosto_2022;EXPOSICIÓN A, O CONTACTO CON, SUSTANCIAS NOCIVAS O RADIACIONES; - ; - ; 4 ; 4 ; - ; 4 ; 2 ; 1 ; 1 ; - ; - ; - ; - ; - ; - ;; 16 
Agosto_2022;CONTACTO POR INHALACIÓN, POR INGESTIÓN O POR ABSORCIÓN CON SUSTANCIAS NOCIVAS; - ; - ; 2 ; 4 ; - ; 2 ; 2 ; 1 ; 1 ; - ; - ; - ; - ; - ; - ;; 12 
Agosto_2022;EXPOSICIÓN A OTRAS RADIACIONES; - ; - ; 2 ; - ; - ; 2 ; - ; - ; - ; - ; - ; - ; - ; - ; - ;; 4 
Agosto_2022;EXPOSICIÓN A, O CONTACTO CON, TEMPERATURAS EXTREMAS; - ; - ; 3 ; 8 ; - ; 4 ; 2 ; 16 ; 4 ; - ; 2 ; - ; - ; 1 ; - ;; 40 
Agosto_2022;CONTACTO CON SUSTANCIAS U OBJETOS ARDIENTES; - ; - ; 2 ; 6 ; - ; 2 ; 2 ; 14 ; 3 ; - ; 1 ; - ; - ; 1 ;;; 31 
Agosto_2022;CONTACTO CON SUSTANCIAS U OBJETOS MUY FRÍOS; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; - ; - ;; 1 
Agosto_2022;EXPOSICIÓN AL CALOR (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO); - ; - ; 1 ; 2 ; - ; 2 ; - ; 2 ; 1 ; - ; - ; - ; - ; - ; - ;; 8 
Agosto_2022;PISADAS SOBRE, CHOQUES CONTRA, O GOLPES POR OBJETOS, A EXCEPCIÓN DE CAÍDAS DE OBJETOS; 3 ; 1 ; 55 ; 24 ; 1 ; 37 ; 16 ; 8 ; 29 ; - ; 29 ; 7 ; 1 ; 13 ; 4 ;; 228 
Agosto_2022;CHOQUE CONTRA OBJETOS MÓVILES; 2 ; 1 ; 6 ; 3 ; - ; 7 ; 3 ; - ; 5 ; - ; 12 ; 1 ;; 4 ;;; 44 
Agosto_2022;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR); 1 ; - ; 18 ; 12 ; - ; 9 ; 6 ; 2 ; 11 ; - ; 4 ; - ; - ; 3 ; 1 ;; 67 
Agosto_2022;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETOS QUE CAEN; - ; - ; 26 ; 5 ; - ; 13 ; 4 ; 4 ; 8 ; - ; 10 ; 5 ; - ; 3 ; 2 ;; 80 
Agosto_2022;PISADAS SOBRE OBJETOS; - ; - ; 5 ; 4 ; 1 ; 8 ; 3 ; 2 ; 5 ; - ; 3 ; 1 ; 1 ; 3 ; 1 ;; 37 
Agosto_2022;PUNZO CORTANTES; - ; 1 ; 4 ; 54 ; - ; 14 ; 12 ; 33 ; 15 ; - ; 33 ; 3 ; 2 ; 26 ; 11 ;; 208 
Agosto_2022;OTRAS FORMAS DE ACCIDENTE NO CLASIFICADAS POR FALTA DE DATOS SUFICIENTES; 8 ; 12 ; 75 ; 311 ; 9 ; 89 ; 107 ; 34 ; 139 ; 4 ; 167 ; 44 ; 2 ; 35 ; 60 ;; 1,096 
Agosto_2022; TOTAL ; 23 ; 19 ; 217 ; 658 ; 16 ; 290 ; 263 ; 137 ; 344 ; 9 ; 439 ; 105 ; 8 ; 119 ; 128 ;; 2,775 
Setiembre_2022;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 4 ; - ; 12 ; 45 ; - ; 5 ; 7 ; 3 ; 14 ; - ; 12 ; 2 ; - ; 4 ; 5 ;; 113 
Setiembre_2022;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN); - ; - ;; 1 ; - ; - ; 1 ; 1 ; 3 ; - ; 3 ; - ; - ; - ; - ;; 9 
Setiembre_2022;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL; - ; - ; 3 ; 6 ; - ; 2 ; 1 ;; 3 ; - ; 4 ; 1 ; - ; 2 ;;; 22 
Setiembre_2022;ATRAPADA POR UN OBJETO; 4 ;; 9 ; 38 ; - ; 3 ; 5 ; 2 ; 8 ; - ; 5 ; 1 ; - ; 2 ; 5 ;; 82 
Setiembre_2022;CAÍDAS DE OBJETOS; 6 ; - ; 16 ; 71 ; 5 ; 70 ; 59 ; 11 ; 34 ; - ; 54 ; 12 ; 1 ; 4 ; 21 ;; 364 
Setiembre_2022;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL; 4 ;; 5 ; 30 ; 2 ; 18 ; 20 ; 3 ; 15 ; - ; 19 ; 6 ; - ; 1 ; 5 ;; 128 
Setiembre_2022;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE); - ; - ; - ; 3 ; 1 ; 6 ; - ; - ; 1 ; - ; 2 ; 3 ; - ; - ; 1 ;; 17 
Setiembre_2022;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS); - ; - ; 1 ; 2 ;; 4 ; 3 ; - ; 3 ; - ; 3 ; - ; - ; - ; 2 ;; 18 
Setiembre_2022;OTRAS CAÍDAS DE OBJETOS; 2 ;; 10 ; 36 ; 2 ; 42 ; 36 ; 8 ; 15 ; - ; 30 ; 3 ; 1 ; 3 ; 13 ;; 201 
Setiembre_2022;CAÍDAS DE PERSONAS; 8 ; 2 ; 20 ; 70 ; 1 ; 55 ; 57 ; 31 ; 85 ; 1 ; 128 ; 43 ; 7 ; 35 ; 32 ;; 575 
Setiembre_2022;CAÍDAS DE PERSONAS QUE OCURREN A DISTINTO NIVEL [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO, VEHÍCULOS) Y EN PROFUNDIDADES (POZOS, FOSOS, EXCAVACIONES, ABERTURAS EN EL SUELO)]; 3 ; 1 ; 6 ; 30 ;; 17 ; 21 ; 8 ; 39 ; 1 ; 41 ; 11 ; 1 ; 8 ; 13 ;; 200 
Setiembre_2022;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL; 5 ; 1 ; 14 ; 40 ; 1 ; 38 ; 36 ; 23 ; 46 ;; 87 ; 32 ; 6 ; 27 ; 19 ;; 375 
Setiembre_2022;CONTACTO CON LA CORRIENTE ELÉCTRICA; 1 ; - ; 1 ; 2 ; 1 ; - ; 2 ; 1 ; 1 ; - ; 5 ; - ; - ; - ; - ;; 14 
Setiembre_2022;CONTACTO DIRECTO CON LA CORRIENTE ELÉCTRICA;; - ; 1 ;; 1 ; - ; 1 ;; 1 ;; 5 ; - ; - ; - ; - ;; 9 
Setiembre_2022;CONTACTO INDIRECTO CON LA CORRIENTE ELÉCTRICA; 1 ; - ; - ; 2 ; - ; - ; 1 ; 1 ; - ; - ; - ; - ; - ; - ; - ;; 5 
Setiembre_2022;ESFUERZOS EXCESIVOS O FALSOS MOVIMIENTOS; 5 ; 1 ; 29 ; 108 ; 1 ; 54 ; 64 ; 12 ; 59 ; - ; 84 ; 14 ; 2 ; 25 ; 26 ;; 484 
Setiembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS; 2 ; - ; - ; 11 ;; 5 ; 6 ; 1 ; 8 ; - ; 3 ; 2 ; 1 ; 2 ; 2 ;; 43 
Setiembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS; 2 ; - ; 5 ; 44 ; 1 ; 26 ; 36 ; 6 ; 31 ; - ; 31 ; 2 ; - ; 2 ; 12 ;; 198 
Setiembre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL MANEJAR O LANZAR OBJETOS; - ; - ; 7 ; 10 ; - ; 3 ; 4 ;; 4 ; - ; 2 ; 1 ; - ; 1 ; 4 ;; 36 
Setiembre_2022;FALSOS MOVIMIENTOS; 1 ; 1 ; 17 ; 43 ; - ; 20 ; 18 ; 5 ; 16 ; - ; 48 ; 9 ; 1 ; 20 ; 8 ;; 207 
Setiembre_2022;EXPOSICIÓN A, O CONTACTO CON, SUSTANCIAS NOCIVAS O RADIACIONES; - ; - ; 6 ; 21 ; - ; 7 ; 4 ; 3 ; 4 ; - ; 10 ; - ; - ; 3 ; 5 ;; 63 
Setiembre_2022;CONTACTO POR INHALACIÓN, POR INGESTIÓN O POR ABSORCIÓN CON SUSTANCIAS NOCIVAS; - ; - ; 6 ; 5 ; - ; 7 ; 2 ; 2 ; 2 ; - ; 5 ; - ; - ; 2 ; 3 ;; 34 
Setiembre_2022;EXPOSICIÓN A OTRAS RADIACIONES; - ; - ; - ; 10 ; - ;; 2 ; 1 ; 2 ; - ; 4 ; - ; - ;; 2 ;; 21 
Setiembre_2022;EXPOSICIÓN A RADIACIONES IONIZANTES; - ; - ; - ; 5 ; - ; - ; - ; - ; - ; - ; 1 ; - ; - ; 1 ;;; 7 
Setiembre_2022;NO DETERMINADO; - ; - ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ; - ;; 1 
Setiembre_2022;EXPOSICIÓN A, O CONTACTO CON, TEMPERATURAS EXTREMAS; - ; - ; 4 ; 22 ; - ; 1 ; 6 ; 20 ; 2 ; - ; 8 ; - ; - ; 1 ; 2 ;; 66 
Setiembre_2022;CONTACTO CON SUSTANCIAS U OBJETOS ARDIENTES; - ; - ; 3 ; 17 ; - ; - ; 5 ; 17 ; 1 ; - ; 5 ; - ; - ; 1 ; 2 ;; 51 
Setiembre_2022;CONTACTO CON SUSTANCIAS U OBJETOS MUY FRÍOS; - ; - ; 1 ;; - ; 1 ; - ; - ; 1 ; - ; 3 ; - ; - ; - ; - ;; 6 
Setiembre_2022;EXPOSICIÓN AL CALOR (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO); - ; - ; - ; 5 ; - ; - ; 1 ; 3 ; - ; - ; - ; - ; - ; - ; - ;; 9 
Setiembre_2022;PISADAS SOBRE, CHOQUES CONTRA, O GOLPES POR OBJETOS, A EXCEPCIÓN DE CAÍDAS DE OBJETOS; 4 ; - ; 34 ; 47 ; 4 ; 42 ; 37 ; 13 ; 28 ; 1 ; 67 ; 9 ; 2 ; 7 ; 23 ;; 318 
Setiembre_2022;CHOQUE CONTRA OBJETOS MÓVILES; 1 ; - ; 8 ; 9 ; - ; 5 ; 8 ; 1 ; 4 ; - ; 15 ; 3 ; - ; 2 ; 1 ;; 57 
Setiembre_2022;CHOQUES CONTRA OBJETOS INMÓVILES (A EXCEPCIÓN DE CHOQUES DEBIDOS A UNA CAÍDA ANTERIOR); 1 ; - ; 14 ; 11 ; 2 ; 4 ; 12 ; 3 ; 12 ; - ; 9 ; - ; - ; 3 ; 7 ;; 78 
Setiembre_2022;GOLPES POR OBJETOS MÓVILES (COMPRENDIDOS LOS FRAGMENTOS VOLANTES Y LAS PARTÍCULAS), A EXCEPCIÓN DE LOS GOLPES POR OBJETOS QUE CAEN; 1 ; - ; 10 ; 23 ; 2 ; 15 ; 13 ; 5 ; 8 ; - ; 34 ; 5 ; 1 ; 2 ; 12 ;; 131 
Setiembre_2022;PISADAS SOBRE OBJETOS; 1 ;; 2 ; 4 ;; 18 ; 4 ; 4 ; 4 ; 1 ; 9 ; 1 ; 1 ;; 3 ;; 52 
Setiembre_2022;PUNZO CORTANTES; 4 ; 1 ; 7 ; 50 ; 1 ; 17 ; 32 ; 28 ; 19 ; 1 ; 27 ; 8 ; 1 ; 43 ; 19 ;; 258 
Setiembre_2022;OTRAS FORMAS DE ACCIDENTE NO CLASIFICADAS POR FALTA DE DATOS SUFICIENTES; 18 ; 7 ; 95 ; 331 ; 8 ; 123 ; 135 ; 37 ; 136 ; 2 ; 196 ; 88 ; 3 ; 57 ; 103 ;; 1,339 
Setiembre_2022; TOTAL ; 50 ; 11 ; 224 ; 767 ; 21 ; 374 ; 403 ; 159 ; 382 ; 5 ; 591 ; 176 ; 16 ; 179 ; 236 ;; 3,594 
Octubre_2022;ATRAPADA POR UN OBJETO O ENTRE OBJETOS; 1 ; - ; 17 ; 52 ; - ; 12 ; 13 ; 2 ; 7 ; - ; 18 ; 2 ; - ; 6 ; 6 ;; 136 
Octubre_2022;ATRAPADA ENTRE DOS OBJETOS MÓVILES (A EXCEPCIÓN DE LOS OBJETOS VOLANTES O QUE CAEN);;; 1 ; 7 ;; 1 ; 1 ;;;; 1 ; 2 ;; 1 ; 2 ;; 16 
Octubre_2022;ATRAPADA ENTRE UN OBJETO INMÓVIL Y UN OBJETO MÓVIL; 1 ;; 4 ; 6 ;; 3 ;;; 2 ;; 2 ;;;; 2 ;; 20 
Octubre_2022;ATRAPADA POR UN OBJETO;;; 12 ; 39 ;; 8 ; 12 ; 2 ; 5 ;; 15 ;;; 5 ; 2 ;; 100 
Octubre_2022;CAÍDAS DE OBJETOS; 5 ; 2 ; 15 ; 65 ; 1 ; 42 ; 49 ; 7 ; 24 ; - ; 54 ; 5 ; 1 ; 9 ; 23 ;; 302 
Octubre_2022;CAÍDAS DE OBJETOS EN CURSO DE MANUTENCIÓN MANUAL; 2 ; 2 ; 3 ; 24 ;; 14 ; 23 ; 4 ; 10 ;; 16 ; 2 ;; 1 ; 8 ;; 109 
Octubre_2022;DERRUMBE (CAÍDAS DE MASAS DE TIERRA, DE ROCAS, DE PIEDRAS, DE NIEVE);;; 3 ; 3 ;; 5 ;;;;; 1 ;;;; 1 ;; 13 
Octubre_2022;DESPLOME (DE EDIFICIOS, DE MUROS, DE ANDAMIOS, DE ESCALERAS, DE PILAS DE MERCANCÍAS);;;;;; 4 ;;; 2 ;; 1 ; 1 ;;;;; 8 
Octubre_2022;OTRAS CAÍDAS DE OBJETOS; 3 ;; 9 ; 38 ; 1 ; 19 ; 26 ; 3 ; 12 ;; 36 ; 2 ; 1 ; 8 ; 14 ;; 172 
Octubre_2022;CAÍDAS DE PERSONAS; 9 ; 3 ; 19 ; 64 ; 3 ; 50 ; 45 ; 20 ; 69 ; 4 ; 80 ; 15 ; 4 ; 37 ; 33 ;; 455 
Octubre_2022;CAÍDAS DE PERSONAS QUE OCURREN A DISTINTO NIVEL [CAÍDAS DESDE ALTURAS (ÁRBOLES, EDIFICIOS, ANDAMIOS, ESCALERAS, MÁQUINAS DE TRABAJO, VEHÍCULOS) Y EN PROFUNDIDADES (POZOS, FOSOS, EXCAVACIONES, ABERTURAS EN EL SUELO)]; 2 ;; 6 ; 17 ;; 17 ; 20 ; 5 ; 33 ; 2 ; 28 ; 2 ; 1 ; 8 ; 7 ;; 148 
Octubre_2022;CAÍDAS DE PERSONAS QUE OCURREN AL MISMO NIVEL; 7 ; 3 ; 13 ; 47 ; 3 ; 33 ; 25 ; 15 ; 36 ; 2 ; 52 ; 13 ; 3 ; 29 ; 26 ;; 307 
Octubre_2022;CONTACTO CON LA CORRIENTE ELÉCTRICA; - ; - ; - ; 1 ; 1 ; - ; 1 ; - ; - ; - ; - ; - ; - ; - ; - ;; 3 
Octubre_2022;CONTACTO DIRECTO CON LA CORRIENTE ELÉCTRICA;;;;; 1 ;;;;;;;;;;;; 1 
Octubre_2022;CONTACTO INDIRECTO CON LA CORRIENTE ELÉCTRICA;;;; 1 ;;; 1 ;;;;;;;;;; 2 
Octubre_2022;ESFUERZOS EXCESIVOS O FALSOS MOVIMIENTOS; 9 ; - ; 5 ; 86 ; 4 ; 38 ; 53 ; 7 ; 42 ; - ; 43 ; 7 ; 2 ; 27 ; 21 ;; 344 
Octubre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL EMPUJAR OBJETOS O TIRAR DE ELLOS; 1 ;; 1 ; 7 ;; 6 ; 4 ;; 3 ;; 6 ;;; 3 ; 1 ;; 32 
Octubre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL LEVANTAR OBJETOS; 5 ;; 4 ; 33 ; 1 ; 12 ; 24 ; 2 ; 23 ;; 19 ; 2 ; 1 ; 3 ; 10 ;; 139 
Octubre_2022;ESFUERZOS FÍSICOS EXCESIVOS AL MANEJAR O LANZAR OBJETOS;;;; 4 ;;; 4 ; 1 ; 2 ;; 3 ;;; 1 ;;; 15 
Octubre_2022;FALSOS MOVIMIENTOS; 3 ;;; 42 ; 3 ; 20 ; 21 ; 4 ; 14 ;; 15 ; 5 ; 1 ; 20 ; 10 ;; 158 
Octubre_2022;EXPOSICIÓN A, O CONTACTO CON, SUSTANCIAS NOCIVAS O RADIACIONES; 1 ; - ; 5 ; 13 ; - ; 6 ; 7 ; 1 ; 4 ; - ; 12 ; 1 ; - ; 1 ; 6 ;; 57 
Octubre_2022;CONTACTO POR INHALACIÓN, POR INGESTIÓN O POR ABSORCIÓN CON SUSTANCIAS NOCIVAS; 1 ;; 3 ; 8 ;; 3 ; 4 ;; 1 ;; 11 ; 1 ;; 1 ; 3 ;; 36 
Octubre_2022;EXPOSICIÓN A OTRAS RADIACIONES;;; 2 ; 2 ;; 1 ; 3 ; 1 ; 3 ;; 1 ;;;; 2 ;; 15 
Octubre_2022;EXPOSICIÓN A RADIACIONES IONIZANTES;;;; 3 ;; 2 ;;;;;;;;; 1 ;; 6 
Octubre_2022;EXPOSICIÓN A, O CONTACTO CON, TEMPERATURAS EXTREMAS; 1 ; - ; 3 ; 14 ; - ; 1 ; 4 ; 17 ; 1 ; - ; 5 ; 1 ; - ; 4 ; 2 ;; 53 
Octubre_2022;CONTACTO CON SUSTANCIAS U OBJETOS ARDIENTES; 1 ;; 2 ; 12 ;;; 3 ; 12 ; 1 ;; 3 ; 1 ;; 2 ;;; 37 
Octubre_2022;CONTACTO CON SUSTANCIAS U OBJETOS MUY FRÍOS;;; 1 ; 1 ;; 1 ;;;;; 2 ;;;;;; 5 
Octubre_2022;EXPOSICIÓN AL CALOR (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO);;;; 1 ;;; 1 ; 4 ;;;;;; 2 ; 2 ;; 10 
Octubre_2022;EXPOSICIÓN AL FRÍO (DE LA ATMÓSFERA O DEL AMBIENTE DE TRABAJO);;;;;;;; 1 ;;;;;;;;; 1 
Octubre_2022;PISADAS SOBRE, CHOQUES CONTRA, O GOLPES POR OBJETOS, A EXCEPCIÓN DE CAÍDAS DE OBJETOS; 2 ; 2 ; 30 ; 63 ; 1 ; 30 ; 25 ; 4 ; 16 ; - ; 35 ; 5 ; - ; 17 ; 14 ;; 244 
Octubre_2022;CHOQUE CONTRA OBJETOS MÓVILES; 1 ;; 4 ; 12 ;; 3 ; 6 ;; 4 ;; 11 ; 2 ;; 4 ; 4 ;; 51 
